# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source-archive: susv4-2018.tgz, sha256 ab6636bca53c7d71d33d2c5149ede574d598fe6ec97fa8b08e0459ef7bcfc104
# volume: base-definitions
# parent-denominator: 95
# parent-key-sha256: 7841b16fa7f92dc3dbc9349d5ee590f1958dca287553b5e0c3ffb6c1faa6a6bd
# parent-row-sha256: 52ceca77e192bc8535db775fa0a96006537f700ad28ade1494a81ad9ce0f960a
# clause-denominator: 1483 HTML h2-h5 source headings with tag anchors
# clause-key-sha256: e357d95bf96ea94101041ab8db05156d0c107addc2318409cdd4fa83f637e575
# clause-row-sha256: 42fbbd0f2c879de5501f33c5d938d5d8bae7788edbc88176b200839c654db458
# state invariant: every parent and clause is exactly one of open or closed
# non-ASCII source titles use ASCII backslash escapes; source bytes remain hash-bound
parent	source	title	source_sha256	clause_count	clause_sha256	state	witness	next_action
basedefs/sys_stat.h.html	basedefs/sys_stat.h.html	<sys/stat.h>	48bbc03391d28cc051bc1a5ccd849692cc233f5e22bcb45594c3890b4d2fe0e7	11	2dfbfd96695d4eb8eebb350df6b029ca51e6c750a09206257133c0939a68b930	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_statvfs.h.html	basedefs/sys_statvfs.h.html	<sys/statvfs.h>	16429ce3628b1348421a4649d4600d07b90bc98d4ee288b9654ac65539956231	11	252c9ace854d973aa7e16b18061755f98c9b13e9a253880c5325e6b15f06021c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_time.h.html	basedefs/sys_time.h.html	<sys/time.h>	9f7c48e707a3c43f9ca2168bff45e1f5a90604cf287065149ce3d27b23b90096	11	75b6a32db7eb05cd6cac18c18094d739a2baa12ff0951bcc1d2ac02d58f5aaa0	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_times.h.html	basedefs/sys_times.h.html	<sys/times.h>	cad4ad8da8c23a9607a33a35ac8ae3d21db682a1783a34aa8ea8aae401d6dd92	8	c6ecfca04adbf2edc36fef78613ef9f5270853428f435b6a3c9a9db75c0e51fc	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_types.h.html	basedefs/sys_types.h.html	<sys/types.h>	ac999a6e89eadb282df0ab0ccb7890853713bf394785ef29227fc1be2be7a000	11	83b736227eff04149ce7c27e3c503f27ac0180a89c500443bc3a9339e09d2a50	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_uio.h.html	basedefs/sys_uio.h.html	<sys/uio.h>	a097aa8c9dbc1c5ab016e07a14caaa432c7e000b0c5262a572359b3ebfec758e	9	6ce8b027a70af22aec3aba938fce32f0d281c051c05ee7ca776169bd40021d12	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_un.h.html	basedefs/sys_un.h.html	<sys/un.h>	749387daee35fe39a66023e7f57411d75b305c1f6b13fa942d81240ef4294435	9	903c935371d9422e37946bbd86c3b1632dd248f46cc9606be8f30cef7bdef5e7	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_utsname.h.html	basedefs/sys_utsname.h.html	<sys/utsname.h>	1e6788fd7353eecf54a36d2e84d283ce99c389575010f6d0e6b2a565845907c4	9	d5f78d34a6a076bae04dcaae46d0aa64c23a0f46551930aa77a1d122444d87d9	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_wait.h.html	basedefs/sys_wait.h.html	<sys/wait.h>	a622ae2656ed188d718809ff159e546ee261c6b73e76be04f6fddbf71d7f12c5	10	51b3a6e1168117f0c050e2404cfb3427233d7556c40dce79db90e90d5bcdbf8a	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/syslog.h.html	basedefs/syslog.h.html	<syslog.h>	b1e3ca8ea1fabe41ac406cdf3628be8ea47c019e929c2e5ca6344909604bc5a3	10	346033c0a503e366c910b656cbe9113dd2c545cbe0d452f3bcc3f84cd41862d6	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/tar.h.html	basedefs/tar.h.html	<tar.h>	5f252141d030b8c6c773001dcd2ce426eb6d8283dfdd4b16f57df47100790d50	10	7fdcf23b0a4d74d69b0567ac2235c3493552cb88b6067ba33832aa596b60caaf	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/termios.h.html	basedefs/termios.h.html	<termios.h>	8e88be1d7b196cf3cf8ac307ff42ab1a5e9b3075bff4e9592b151f404a26dbaf	18	8170dc2d766fb50075a13b7c1317075513ca656ddbea00ae02073622235b7f18	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/tgmath.h.html	basedefs/tgmath.h.html	<tgmath.h>	197f8fffd8233442461fc8440a98d73f498252a8b6a9945cbfdb0fc285a5d058	9	d2ab3277bee1f575dc3f98e50b161a5334d88dce2c8a921d8cfbce2a90160d14	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/time.h.html	basedefs/time.h.html	<time.h>	7ff20aaf83f7b2b8ff912896e21fa41929b5ed7cce901bd0c1b78b5b3724c315	11	6df18e36ccceb6a74189bc9c688b7961738e38e09eefb0acfca07e52c50e8296	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/trace.h.html	basedefs/trace.h.html	<trace.h>	b256f3ef7f64757eef65e13a4d153c90909d8be0500aa92964bc51d15e1337ac	9	0771cef744bdf8793da9c68eed6278f3583968bb8bd27d2882c166fbd6b8179c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/ulimit.h.html	basedefs/ulimit.h.html	<ulimit.h>	4bba20ec592e78b377d8b942ebaa03681ba3f779d3a7764044902a9d96241f4c	9	464e1aca71614f5d1559c4ce5deef0f2dd3b8e5547dca58fd2a43b755c88709f	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/unistd.h.html	basedefs/unistd.h.html	<unistd.h>	2bfa09eb096ac994bb778adfbb2317b8ea99f23711524f1503983a126b7604e9	19	d87c20d7f136c334b46e125be66352d29f62e2611f1dbdc32e7155d663c7430f	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/utime.h.html	basedefs/utime.h.html	<utime.h>	be5b7c97939a359e6c7abc0e9a60de796dccd13411764109f321859eae7b7202	10	18df955e8619e8dd5dfde899822fb80c351747763a8a783410e653da7ba2b51e	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/utmpx.h.html	basedefs/utmpx.h.html	<utmpx.h>	d749b1021eeadb7a1ef9e44babd5df24e0d8ee93ebb0e5ea60a0a19980a16f68	8	de7905229cc61e395d68fc39d64b4b1b673e74f7660e9c425a38f789ed7b6c09	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/wchar.h.html	basedefs/wchar.h.html	<wchar.h>	a5a8f145bbfb12adef4150a06272bc94d6e7781f128b4697d608121a519625fb	11	25052cbde100625d5a4edeccb12ed68537e3be6159235229036b272621a88fef	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/wctype.h.html	basedefs/wctype.h.html	<wctype.h>	b0e000abfd42f763670ab4b73c6408bb93e309ee19dc20c0c6918d3b0fda4642	10	1394fa9e821e44e2369a2a984b3cca7e9854a94a075f067e3adb98de7daecaa8	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/wordexp.h.html	basedefs/wordexp.h.html	<wordexp.h>	c878bf21b443dd0c2adc92d49b59253ae68201f4e094f709024ae93ccdc2746e	10	d8a3df0460048ad0f522f1dc1ff04ee6428636a67f18bd923065b46f69aee005	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
